nome,ano,nota,votos,descricao,generos
248. Zombies Chronicles,2017,8.8,(269),8 classic remastered zombies maps from previous Call of Duty games,"['Action', 'Horror']"
249. Age of Empires II: The Age of Kings,1999,8.8,(3.9K),The Age of Kings is set in the Middle Ages and contains thirteen playable civilizations.,"['Action', 'Adventure', 'History']"
250. Killer Chat!,2024,8.8,(5),,['Horror']
251. The Legend of Zelda: Majora's Mask 3D,2015,8.8,(911),"After having his Ocarina stolen by the masked Skull Kid, Link sets off on a quest to save the land of Termina from getting destroyed in three days.","['Action', 'Adventure', 'Fantasy']"
252. Thief II: The Metal Age,2000,8.8,(556),"After a group of extreme worshipers of new steampunk technology leaves the cult of builders known as the Hammerites to form a cult of their own called the Mechanists, master-thief Garrett is asked to investigate their true intentions.","['Action', 'Adventure', 'Crime']"
253. Phoenix Wright: Ace Attorney - Trials and Tribulations,2004,8.8,(429),Phoenix Wright takes on more personal cases while we see how his late mentor got her difficult start in court.,"['Comedy', 'Crime', 'Drama']"
254. Panzer Dragoon Saga,1998,8.8,(169),"Edge is one of the soldiers in the service of the mighty Empire. The Empire has recently ordered some excavations at ancient ruins, trying to discover the secret of an old technology that is much superior to that of present time. During the excavation works, Edge encounters a mysterious young girl. He then witnesses the murder of his captain and other soldiers by Crayden, one of the Empire's officers. Coming into contact with an ancient dragon, Edge begins to roam the world, determined to find Crayden and avenge the death of his comrades. Nobody helps him but his faithful dragon. But the Empire is also after Crayden, so there appear to be at least three sides in the conflict - or are there more?","['Action', 'Adventure', 'Fantasy']"
255. Shadow Hearts: Covenant,2004,8.8,(202),"During World War I, a German army officer and her companions try to thwart the plans of a secret society.","['Action', 'Adventure', 'Fantasy']"
256. FreeSpace 2,1999,8.8,(276),32 years have passed since the events of Descent: Freespace. A rebellion is threatening the stability the galactic Terran-Vasudan alliance while a mysterious portal to a Shivan-infested nebula is discovered.,"['Action', 'Adventure', 'Sci-Fi']"
257. Pokémon Gold Version,1999,8.8,(1.9K),"Role playing game for the Game Boy Advance, introducing the second generation of Pokémon, where you are on a quest to master Pokémon battling.","['Action', 'Adventure', 'Fantasy']"
258. Pokémon Silver Version,1999,8.8,(1.3K),"Role playing game for the Game Boy Color, introducing the second generation of Pokémon, where you are on a quest to master Pokémon battling.","['Action', 'Adventure', 'Fantasy']"
259. Arcanum: Of Steamworks and Magick Obscura,2001,8.8,(454),"You are the sole survivor of IFS Zephyr crash and the noble gnome has just passed away before your eyes after giving you a strange ring and asking to deliver it to ""the boy"".","['Adventure', 'Drama', 'Fantasy']"
260. Pokémon HeartGold Version,2009,8.8,(1.2K),"Unravel mysteries as you journey through new places such as the Ruins of Alph, meet new people such as the Kimono girls of Ecruteak City, and battle Team Rocket as they make their comeback.","['Action', 'Adventure', 'Family']"
261. The Legend of Zelda: Twilight Princess HD,2016,8.8,(682),"When an otherworldly darkness covers the land, a young knight teams up with an imp on a quest to defeat the King of Shadows.","['Action', 'Adventure', 'Fantasy']"
262. The Last Express,1997,8.8,(279),"1914: Innocent fugitive Robert Cath boards the Orient Express three days before the outbreak of WW1 and must stay alive until ""the end of the line"".","['Crime', 'Drama', 'Mystery']"
263. Pokémon SoulSilver Version,2009,8.8,(1.1K),"Unravel mysteries as you journey through new places such as the Ruins of Alph, meet new people such as the Kimono girls of Ecruteak City, and battle Team Rocket as they make their comeback.","['Action', 'Adventure', 'Family']"
264. Snatcher CD-ROMantic,1992,8.8,(194),"June 6, 1996, A mysterious explosion destroys the Chernolton research facility near Moscow. Lucifer Alpha, a powerful biological weapon under secret development there is released into the atmosphere, creating a deadly biohazard. Carried by the trade winds, Lucifer Alpha spreads through out Eastern Europe and Eurasia, destroying 80% of the populace. Half of the world's people die. The greatest biohazard in history later simply becomes known as ""The Catastrophe"". But at this time who could have possibly imagined that the ultimate biohazard wouldn't occur for another half century. 50 years later mankind faces its greatest crisis, the appearance of a mysterious android life form. It's purpose and origin are unknown. Is it a new kind of weapon? Or perhaps an invasion from some other world. They appear during winter killing humans, and infiltrating society by taking the place of their victims. Employing an artificial skin, they can sweat and even bleed. Part organic, part machine, they're almost impossible to distinguish from those they kill. As they steal their victims' bodies in order to take their place, these mysterious invaders become known as ""Snatchers."" A new police force specifically trained to fight the Snatchers has been formed, they are named Junkers. You play the role of Gillian Seed, A rookie Junker with a lost memory and a past that is shrouded in mystery. Armed with a Blaster (the official gun of a Junker) and a robot navigator named Metal Gear, you are assigned to investigate the disappearances of Neo-Kobe citizens and put a stop to the Snatcher menace before it's to late...","['Action', 'Mystery', 'Sci-Fi']"
265. Monkey Island 2: LeChuck's Revenge - Special Edition,2010,8.8,(167),"Wannabe pirate Guybrush Threepwood, and the now zombie pirate LeChuck, return in what has long been considered one of the greatest LucasArts adventure games of all time.","['Adventure', 'Comedy', 'Fantasy']"
266. Batman: Arkham Asylum Game of the Year Edition,2010,8.8,(15),"Batman returns the Joker to Arkham Asylum, but chaos ensues as inmates take control under Joker's lead. Play as the Caped Crusader in 3rd person, navigating the super-prison's wings and grounds, home to Gotham's most dangerous criminals.",['Action']
267. Kirby Super Star Ultra,2008,8.8,(506),"Kirby's back with a bunch of fun adventures. Explore Dream Land and defeat King Dedede, tame the ferocious Dynablade, explore a huge cave, take part in a gluttonous race, vandalize Meta Knight's ship, the Halberd, explore the entire galaxy, and more.","['Action', 'Adventure', 'Family']"
268. Heroes of Might and Magic III: Armageddon's Blade,1999,8.8,(659),First expansion pack for Heroes of Might and Magic III: The Restoration of Erathia (1999).,"['Action', 'Adventure', 'Fantasy']"
269. Civilization,1991,8.8,(796),Turn-based strategy game Civilization begins in 4000 BC and allows players to expand and develop their empires through the ages from the ancient era until modern and near-future times.,['Adventure']
270. Heroes of Might and Magic III: The Shadow of Death,2000,8.8,(676),Second expansion pack for Heroes of Might and Magic III: The Restoration of Erathia (1999).,"['Action', 'Adventure', 'Fantasy']"
271. Descent: FreeSpace - The Great War,1998,8.8,(144),"As a pilot in the Galactic Terran Alliance you go on daring missions. However, while battling Vasudans, something far worse is discovered, the Shivans. You must lead the GTA fleet to destroy the Shivan flagship before it can reach Earth.","['Action', 'Sci-Fi']"
272. Quest for Glory I: So You Want to Be a Hero,1989,8.8,(138),"The valley of Spielburg is under a curse. The Baron upset a nasty Ogress named Baba Yaga, who cursed the land. However, for every curse, there is an equal and opposite countercurse. Hoping to find someone, anyone, to break the curse that has lost his son and daughter, the Baron advertises for a hero with ""no experience necessary"" to come to the valley of Spielburg. Then, came a man from the east, just as the countercurse says. Is he the prophecised hero, or just another wannabe? Will he save the Baron's children and restore Spielburg to it's idyllic state? Only time will tell.","['Adventure', 'Fantasy']"
273. Death Stranding,2019,8.7,(12K),Deliveryman Sam Porter must travel across a ravaged wasteland and reconnect the city states of America formed after a mysterious apocalyptic event dubbed 'death stranding' left the world in ruins and plagued by supernatural tar creatures.,"['Action', 'Adventure', 'Drama']"
274. Until Dawn,2015,8.7,(18K),"A group of teenagers spend the weekend in a ski lodge on the anniversary of their friends' disappearance, unaware that they are not alone.","['Action', 'Adventure', 'Comedy']"
275. Minecraft,2009,8.7,(16K),"Welcome to the world of Minecraft where you can build, brew potions, enchant your armor and tools and adventure other biomes. Visit the Nether, or even defeat the Ender Dragon in the End.","['Action', 'Adventure', 'Family']"
276. Assassin's Creed IV: Black Flag,2013,8.7,(21K),"A video game where you play as sailor, privateer and assassin Edward Kenway exploring on and around the islands in the Caribbean Sea during the early 17th century.","['Action', 'Adventure', 'Drama']"
277. Metal Gear Solid V: The Phantom Pain,2015,8.7,(9.1K),"After awakening from a nine year coma, Big Boss forms a new mercenary group called, Diamond Dogs, and teams up with his former rival, Ocelot, to track down the men responsible for the destruction of MSF.","['Action', 'Adventure', 'Drama']"
278. L.A. Noire,2011,8.7,(17K),"Cole Phelps, a war hero and rookie cop, moves up the ranks and solves dark cases in 1940s Los Angeles.","['Action', 'Crime', 'Drama']"
279. Tomb Raider,2013,8.7,(22K),"Armed with only the raw instincts and physical ability, experience Lara Croft's intense origin story from a young woman to a hardened survivor.","['Action', 'Adventure', 'Drama']"
280. Peaky Blinders: The King's Ransom,2022,8.7,(667),The first virtual reality game inspired by the epic gangster drama. Players come face-to-face with notorious crime boss Tommy Shelby and his hot-headed brother Arthur in the hunt for Churchill's Red Box.,"['Action', 'Adventure', 'Crime']"
281. Assassin's Creed: Brotherhood,2010,8.7,(18K),"Desmond Miles continues to travel the memories of Ezio Auditore, bringing him to turn-of-the-century Rome with Ezio rebuilding the assassin order to bring down the tyrannical Borgia rule.","['Action', 'Adventure', 'History']"
282. Command & Conquer: Red Alert 2,2000,8.7,(3.3K),You play either side of a new Allied/Soviet war when the real villian is an evil master of mind control.,"['Action', 'Sci-Fi', 'War']"
283. Divinity: Original Sin II,2017,8.7,(1.3K),"Set in a fantasy world where a form of energy known as Source, and individuals called Sourcerers can manipulate this energy, are hunting down an organization to protect their world from the evil Voidwokens who are drawn by that energy.","['Action', 'Adventure', 'Fantasy']"
284. Halo 2,2004,8.7,(11K),"As the alien Covenant invade Earth, the Master Chief must defend humanity's homeworld whilst discovering more about the rings called ""Halo.""","['Action', 'Adventure', 'Sci-Fi']"
285. Like a Dragon: Infinite Wealth,2024,8.7,(406),"Two larger-than-life heroes Ichiban, Kasuga and Kazuma Kiryu are brought together by the hand of fate or, perhaps something sinister. Live it up in Japan and explore all Hawaii has to offer in an RPG adventure so big it spans the Pacific.","['Action', 'Adventure', 'Comedy']"
286. Ratchet & Clank: Rift Apart,2021,8.7,(2.7K),"They've travelled through space. They've travelled through time. Now, they'll have to travel through dimensions as their galaxy seems to rip itself apart. Ratchet and Clank must save the universe - again.","['Action', 'Adventure', 'Comedy']"
287. The Walking Dead: Season Two,2013,8.7,(9.2K),"Left to fend for herself, Clementine has been forced to learn how to survive in a world gone mad. Many months have passed and she is in search of safety.","['Animation', 'Adventure', 'Drama']"
288. The Walking Dead: The Final Season,2018,8.7,(4.1K),"Clementine and her adoptive brother, AJ, come across a boarding school inhabited by other children with little memory of life before the apocalypse.","['Animation', 'Drama', 'Horror']"
289. Need for Speed: Most Wanted,2005,8.7,(8.3K),"A lone street racer must use his talents to rise to the top of the Blacklist, comprised of the 15 most elite drivers in the city of Rockport.","['Action', 'Crime', 'Sport']"
290. Kingdom Hearts: Birth by Sleep,2010,8.7,(1.9K),"Ten years before Sora held the Keyblade, three young Keyblade wielders bound by friendship, face being torn apart by the sinister monsters terrorizing other worlds and the manipulative mastermind behind them.","['Action', 'Adventure', 'Family']"
291. Outer Wilds,2019,8.7,(1.3K),"Outer Wilds is an exploration game about curiosity, roasting marshmallows, and unraveling the mysteries of the cosmos.","['Adventure', 'Mystery', 'Sci-Fi']"
292. Destiny 2: The Final Shape,2024,8.7,(153),"The Final Shape looms--a nightmarish calcification of reality into the Witness's twisted design. Embark on a perilous journey into the heart of the Traveler, rally the Vanguard, and end the War of Light and Darkness.",['Sci-Fi']
293. Crash Bandicoot: Warped,1998,8.7,(3K),"Crash Bandicoot, Aku Aku and Coco travel through time to stop Dr. Cortex and Aku Aku's evil twin brother Uka Uka from enslaving Earth.","['Action', 'Adventure', 'Comedy']"
294. Steins;Gate,2009,8.7,(565),"After discovering time travel, a university student and his colleagues must use their knowledge of it to stop an evil organization and their diabolical plans.","['Comedy', 'Drama', 'Romance']"
295. Lego Star Wars: The Complete Saga,2007,8.7,(5.3K),"Collect Gold Bricks while successfully progressing through the entire story, from the Trade Federation negotiations above Naboo in Star Wars Episode I, to the attack on the second Death Star above Endor in Return of the Jedi.","['Action', 'Adventure', 'Comedy']"
296. Inside,2016,8.7,(5.3K),"Hunted and alone, a boy finds himself drawn into the center of a dark project.","['Adventure', 'Horror', 'Mystery']"
297. Gears of War 2,2008,8.7,(6.1K),Marcus Fenix and his COG Delta Squad fight against the Locust army to prevent them from sinking the cities of planet Sera.,"['Action', 'Sci-Fi', 'War']"
298. TimeSplitters: Future Perfect,2005,8.7,(902),"Sent to undo the TimeSplitter threat, Cortez journeys into 6 different time periods to track down Jacob Crow who created the TimeSplitter creatures.","['Action', 'Adventure', 'Horror']"
299. Ratchet & Clank: Up Your Arsenal,2004,8.7,(1.7K),"Ratchet and Clank return to the Solana Galaxy to combat Dr. Nefarious, a villain from Qwark's shady past, who wishes to turn all organic life into robots.","['Action', 'Adventure', 'Comedy']"
300. Final Fantasy VIII,1999,8.7,(6.6K),"A group of students at a military academy rescue a mysterious girl, who some say is the sorceress who wants to govern the universe.","['Action', 'Adventure', 'Drama']"
301. StarCraft II: Legacy of the Void,2015,8.7,(1.1K),"After the events of StarCraft II: Heart of the Swarm (2013), Hierarch Artanis works to reunite the Protoss factions in order to retake their homeworld of Auir and stop Amon from destroying the galaxy.","['Action', 'Adventure', 'Sci-Fi']"
302. Super Mario RPG: Legend of the Seven Stars,1996,8.7,(1.6K),"Just as Mario trounces Bowser for the millionth time, a giant, malevolent sword crashes into Bowser's keep, casting Mario, Princess Toadstool and Bowser far and wide, and breaking seven pieces from the wish-granting Star Road.","['Action', 'Adventure', 'Family']"
303. Dragon Ball Z: Budokai Tenkaichi 3,2007,8.7,(1.3K),"The third and final installment in the Budokai Tenkaichi series that includes the apocalyptic battles and the essence of the Dragon Ball series, following the main story.","['Action', 'Adventure', 'Comedy']"
304. Sam and Max Hit the Road,1993,8.7,(1.1K),Two screwball detectives are hired to track a couple of human oddities that went missing from a local Tourist Trap.,"['Animation', 'Adventure', 'Comedy']"
305. Half-Life 2: Episode One,2006,8.7,(6.2K),Gordon Freeman and Alyx Vance must escape City 17 following the explosion of its fusion reactor.,"['Action', 'Adventure', 'Sci-Fi']"
306. The Lord of the Rings: The Battle for Middle-Earth,2004,8.7,(2.2K),"You play the events of The Lord of the Rings trilogy, both with the Fellowship of the Ring and the larger War of the Ring.","['Action', 'Adventure', 'Fantasy']"
307. Sonic 3 & Knuckles,1994,8.7,(169),"Sonic and Tails attempt to retrieve the Chaos Emeralds to stop the evil Doctor Robotnik from relaunching his space station, the Death Egg, after it crash-lands on Angel Island, while Knuckles scuffles with Robotnik's minion, EggRobo.","['Action', 'Adventure', 'Family']"
308. Fire Emblem: Awakening,2012,8.7,(1.1K),"During a turbulent era, Chrom, the prince of Ylisse and descendant of the Hero-King Marth, leads The Shepherds in observing and combating the bizarre activities of the neighboring country Plegia.","['Action', 'Adventure', 'Family']"
309. Medieval II: Total War,2006,8.7,(1.4K),"A diplomatic, strategic war game set between the years 1080 and 1530, focusing on medieval warfare, religion and politics in Europe, North Africa and the Middle East.","['Action', 'History', 'War']"
310. Until Then,2024,8.7,(64),"A fateful meeting sets off a chain reaction, upending Mark's life. People vanish and memories prove unreliable. Uncover the truth with Mark and his friends in this narrative adventure and race to unravel the mystery before it's too late.",['Drama']
311. StarCraft II: Heart of the Swarm,2013,8.7,(1.8K),"After the events of StarCraft II: Wings of Liberty (2010), Sarah Kerrigan works to reunite the Zerg swarm in order to take revenge on Arcturus Mengsk.","['Action', 'Adventure', 'Sci-Fi']"
312. The Operative: No One Lives Forever,2000,8.7,(721),"A 1960's female spy must battle an eccentric terrorist organization in this classic first person shooter, a stylish and tongue-in-cheek spoof of Cold War era James Bond.","['Action', 'Adventure', 'Comedy']"
313. Thief: The Dark Project,1998,8.7,(760),"Unbeknownst to him, a cynical but witty master-thief Garrett will become a key player in the secret war between the cult of builders and the cult of pagans in a medieval city where certain types of magic and advanced technology exist.","['Action', 'Adventure', 'Crime']"
314. Pokémon: Yellow Version - Special Pikachu Edition,1998,8.7,(1.8K),"This game draws inspiration from the Pokémon anime series. Some gameplay events and storyline aspects are added or changed, though the overall story remains the same.","['Action', 'Adventure', 'Fantasy']"
315. Metroid Prime Remastered,2023,8.7,(358),"Remastered version of ""Metroid Prime (2002)"" with updated visuals, audio, controls and more for Nintendo Switch.","['Action', 'Adventure', 'Horror']"
316. Pokémon FireRed Version,2004,8.7,(1.8K),A Pokémon trainer adventures through the Kanto Region to achieve their destiny of becoming a Pokemon Champion.,"['Action', 'Adventure', 'Fantasy']"
317. Pokémon Emerald Version,2004,8.7,(1.8K),"A young aspiring Pokemon Trainer moves to Littleroot Town. Crammed amid a truckload of boxes, our hero enters the foreign neighborhood eager to explore.","['Action', 'Adventure', 'Fantasy']"
318. Age of Empires II: Definitive Edition,2019,8.7,(430),"Age of Empires II: DE celebrates the 20th year of one of the most popular strategy games ever with 4K Ultra HD graphics, a new and fully remastered soundtrack, and brand-new content The Last Khans with 3 campaigns and 4 civilizations.",['Adventure']
319. Riven: The Sequel to Myst,1997,8.7,(552),"After the events of Myst (1993), the Stranger travels to Riven to help Atrus by rescuing his wife Catherine, trapping his father Gehn and saving the Rivenese before their world collapses.","['Adventure', 'Fantasy', 'Mystery']"
320. Undying,2001,8.7,(993),Former soldier Patrick Galloway receives a plea for help from his old friend and former comrade in arms Jeremiah Covenant.,"['Action', 'Horror', 'Mystery']"
321. Quest for Glory IV: Shadows of Darkness,1994,8.7,(223),"Transported to the Slavic land of Mordavia, the hero must banish the darkness taking over the valley and prevent the summoning of a terrible demon into the world.","['Adventure', 'Fantasy']"
322. Scarface: Money. Power. Respect.,2006,8.7,(921),Scarface: Money. Power. Respect. is a turn-based strategy game featuring both single and multiplayer modes. The game challenges the player to make strategic decisions to rise to power and to direct an army of gunmen while fighting.,['Action']
323. Pokémon: Blue Version,1996,8.7,(1.5K),Play as a young Pokémon trainer trying to catch all 150 Pokémon.,"['Action', 'Adventure', 'Fantasy']"
324. The Legend of Zelda: A Link Between Worlds,2013,8.7,(1.9K),Link is yet again tasked with restoring peace to the kingdom of Hyrule after a malevolent sorcerer named Yuga captures Princess Zelda and escapes through a rift to the ruined world of Lorule.,"['Action', 'Adventure', 'Fantasy']"
325. Professor Layton and the Unwound Future,2008,8.7,(310),Professor Layton and Luke receive a letter from the future and set out to discover its meaning.,"['Animation', 'Adventure', 'Fantasy']"
326. Homeworld,1999,8.7,(342),You control a colony ship's crew looking for a new home after their homeworld's destruction despite deadly opposition.,"['Action', 'Adventure', 'Drama']"
327. Pokémon Crystal Version,2000,8.7,(1.3K),"A remake of the Gold and Silver versions of Pocket Monsters, with new animations, characters, and a new female trainer.","['Action', 'Adventure', 'Fantasy']"
328. Sanitarium,1998,8.7,(510),After a horrific car crash your character ends up in an asylum. You must find out how you came to be there and recover your identity.,"['Adventure', 'Drama', 'Horror']"
329. We Love Katamari,2005,8.7,(217),"We Love Katamari, known in Japan as Minna Daisuki Katamari Damacy, is a video game developed and published by Namco for the PlayStation 2.","['Action', 'Fantasy']"
330. Mass Effect 2: Lair of the Shadow Broker,2010,8.7,(233),"Liara T'Soni is tracking down the mysterious Shadow Broker, and no one is safe. She'll do anything to recover the man the Broker kidnapped - and the Shadow Broker's agents will do anything to stop her.","['Action', 'Adventure', 'Sci-Fi']"
331. The Lion King,1994,8.7,(84),A version of 'The Lion King' for the Game Boy.,"['Action', 'Adventure']"
332. Wallace & Gromit: Wallace's Workshop,2010,8.7,(42),,['Family']
333. Football Manager 2007,2006,8.7,(300),"Football management simulation game, and third game in the Football Manager series, introducing over 100 new and revised features.",['Sport']
334. Wallace & Gromit Fun Pack,1996,8.7,(40),Virtual activity center with mini-games based on the first three Wallace and Gromit short films. The game features clips from the shorts as well.,"['Adventure', 'Comedy', 'Family']"
335. Ultima Online,1997,8.7,(118),"This persistent world game allows picking adventure (and therefore plot) across varied cities, dungeons and oceans. Players can chat, build clans, own homes, and develop their skills in various areas of magic, crafting, and fighting.","['Adventure', 'Fantasy']"
336. Championship Manager 2001/02,2001,8.7,(234),,['Sport']
337. Resident Evil Village,2021,8.6,(8.8K),Ethan Winters' world suddenly comes crashing down when Chris Redfield's appearance sets off a chain of events that ultimately leads him to a mysterious village.,"['Action', 'Adventure', 'Drama']"
338. Final Fantasy XVI,2023,8.6,(2.1K),"As a malady known as the Blight ravages the land of Valisthea and its realms plunge into war, Clive Rosfield, the firstborn son of the Archduke of Rosaria, sets out on a dark, dangerous journey to revenge following a tragedy.","['Action', 'Adventure', 'Drama']"
339. Bully,2006,8.6,(6.9K),A troubled teen is dropped off at the worst school in the country and must survive by rising through the rankings of the school system.,"['Action', 'Crime', 'Drama']"
340. Resident Evil 7: Biohazard,2017,8.6,(12K),An ordinary man must embark on a search to find his missing wife that leads him to an abandoned house where a mysterious family lives who harbor an evil secret within the house and themselves.,"['Action', 'Adventure', 'Horror']"
341. Grand Theft Auto III,2001,8.6,(18K),"A young bank robber escapes from police custody and works his way up through the mafia ladder of crime-ridden Liberty City, USA.","['Action', 'Crime']"
342. Max Payne 3,2012,8.6,(12K),"The ex-cop turned private security guard for a wealthy family in Sao Paulo, Brazil finds himself thrown into a new deadly conflict.","['Action', 'Crime', 'Drama']"
343. Borderlands 2,2012,8.6,(7.7K),"A new group of adventurers arrives on the frontier planet Pandora. Handsome Jack, an egotistical tyrant attempts to assassinate them but fails. With the help of a deranged talking robot, they seek loot and revenge.","['Action', 'Adventure', 'Comedy']"
344. Alien: Isolation,2014,8.6,(6.9K),"In this first person survival horror adventure set fifteen years after the events of Alien (1979), Ripley's daughter becomes trapped on an alien-infested space station which holds answers to the mystery of her mother's disappearance.","['Action', 'Adventure', 'Horror']"
345. Silent Hill 3,2003,8.6,(4.4K),Heather is suddenly thrust into a strange alternate reality filled with demonic imagery and twisted monsters. She quickly comes to find that the events unfolding around her have something to do with her past.,"['Drama', 'Horror', 'Mystery']"
346. Doom Eternal,2020,8.6,(4.8K),"In this sequel to Doom (2016), Hell has taken Earth, so it's up to the Doom Slayer, the ultimate demon-killing machine created by a mystical force, to rip and tear the forces of Hell apart. However, Hell is not alone in this fight.","['Action', 'Fantasy', 'Horror']"
347. Grand Theft Auto IV: The Ballad of Gay Tony,2009,8.6,(5.6K),"Luis Lopez is forced to help his boss Anthony ""Gay Tony"" Prince and clean up his mess, discovering that the rich life of Liberty City is just as dangerous as the tough streets where Luis grew up.","['Action', 'Crime', 'Drama']"
348. The Chronicles of Riddick: Escape from Butcher Bay,2004,8.6,(3.6K),"Set before the events of Pitch Black (2000), this game tells the story of how Richard B. Riddick obtained his ability to see in the dark.","['Action', 'Crime', 'Sci-Fi']"
349. Halo: Reach,2010,8.6,(8.1K),A highly-trained branch of the UNSC known as the Noble Team must defend the planet of Reach from a massive Covenant invasion.,"['Action', 'Adventure', 'Sci-Fi']"
350. Prince of Persia: Warrior Within,2004,8.6,(4.4K),A proud yet innocent prince is being chased by The Dahaka (Guardian of Time) as a consequence of his actions. He seeks aid from The Empress of Time to escape from the notion that he cannot change his fate.,"['Action', 'Adventure', 'Fantasy']"
351. God of War Ragnarök: Valhalla,2023,8.6,(953),"After the events of Ragnarök, Kratos sees a path for himself he never thought possible.In this DLC epilogue to God of War Ragnarök, Kratos enters Valhalla, a new location in the God of War Norse saga. Faced with echoes of his past, he fights to overcome the trials within himself and walk the path laid out before him.","['Action', 'Adventure', 'Drama']"
352. Cuphead,2017,8.6,(4.4K),An anthropomorphic cup embarks on a journey and fights a series of bosses to repay a debt to the devil.,"['Action', 'Adventure', 'Comedy']"
353. Doom,1993,8.6,(6K),"In the future, an unnamed marine fights for survival on a space station on Mars where the Union Aerospace Corporation accidentally opened up a physical portal to Hell.","['Action', 'Fantasy', 'Horror']"
354. Psychonauts 2,2021,8.6,(1.1K),"The game will pick up after the conclusion of Psychonauts in the Rhombus of Ruin, following Zanotto's rescue, the team returns to Psychonaut Headquarters, where Raz discovers that the organization had been changed by its second-in-command, and psychic research was directed away from peacekeeping efforts towards more unorthodox studies.","['Action', 'Adventure', 'Comedy']"
355. Resident Evil 3: Nemesis,1999,8.6,(5.3K),"Two months after surviving the grisly disaster at the mansion lab, Jill Valentine resigns from S.T.A.R.S. and attempts to escape the ruined nightmarish Racoon city.","['Action', 'Horror', 'Sci-Fi']"
356. The Elder Scrolls III: Morrowind,2002,8.6,(4K),"The protagonist travels by Morrowind, eastern province of the Septim Empire in Tamriel. He/she can save it from enslavement or explore for personal purposes.","['Action', 'Adventure', 'Fantasy']"
357. What Remains of Edith Finch,2017,8.6,(4.8K),Edith Finch travels back to the Finch family home in Washington to explore her ancestral history after recent family events drive her to learn more about herself and the Finches.,"['Adventure', 'Drama', 'Mystery']"
358. The Lord of the Rings: The Battle for Middle-Earth II,2006,8.6,(2K),You play the Elf and the Dwarf nations as they fight their own battles against the forces of Sauron.,"['Action', 'Adventure', 'Fantasy']"
359. Alice,2000,8.6,(1.6K),A game with an all new story that takes place after Lewis Carroll's stories. Alice must return to Wonderland and defeat the Queen of Hearts once and for all.,"['Action', 'Adventure', 'Fantasy']"
360. Sly 3: Honor Among Thieves,2005,8.6,(1.2K),Sly Cooper and the gang must recruit a team of world-class thieves in order to penetrate his family vault of massive wealth and collect his inheritance before an evil genius retrieves it first.,"['Action', 'Adventure', 'Comedy']"
361. Splinter Cell: Chaos Theory,2005,8.6,(3.1K),"Proving you can't keep a good agent down, Sam Fisher returns for this third undercover outing, which takes him deep inside North Korea on an information warfare mission.","['Action', 'Adventure', 'Thriller']"
362. Psychonauts,2005,8.6,(2K),"Raz, a young psychic, must battle forces greater than he if he is to save his new-found friends at the Whispering Rock psychic camp, where children are having their brains mysteriously stolen.","['Action', 'Adventure', 'Comedy']"
363. Little Nightmares II,2021,8.6,(2.6K),"Little Nightmares II is a suspense-adventure game in which you play as Mono, a young boy trapped in a world that has been distorted by the humming transmission of a distant tower.","['Adventure', 'Horror']"
364. Super Mario Bros. Wonder,2023,8.6,(1.5K),"Classic Mario side-scrolling gameplay is turned on its head with the addition of Wonder Flowers. Witness pipes coming alive, wreak havoc as a giant spiky ball, and see even more unexpected events called Wonder Effects.","['Action', 'Adventure', 'Family']"
365. Resident Evil HD Remaster,2015,8.6,(2.2K),HD Remaster of the horror game Resident Evil (2002). Raccoon City Police Department elite team Jill Valentine and Chris Redfield are forced to flee into a mysterious mansion where they encounter zombies and mutated monsters.,"['Action', 'Crime', 'Drama']"
366. Final Fantasy XIV: Shadowbringers,2019,8.6,(288),"The Warrior of Light and the Scions of the Seventh Dawn are transported to Norvrandt, a dying land on the First slowly being consumed by an ever-growing Light, where they must contend with its secrets and its terrifying threats.","['Action', 'Adventure', 'Drama']"
367. Horizon Zero Dawn: The Frozen Wilds,2017,8.6,(2.5K),"Aloy's battle with the machines continues when she travels to The Cut, the home of the Banuk. There, she finds an AI that is being worshiped, and a mysterious 'Daemon' constantly attacking the Banuk.","['Action', 'Adventure', 'Sci-Fi']"
368. The Legend of Zelda,1986,8.6,(3.3K),"Follows the story of a young boy named Link that must save a kidnapped princess from the evil, demonic Ganon, who put a spell on his lair which can only be removed with the 3 pieces of the Triforce, a golden triangle with mystical powers.","['Action', 'Adventure', 'Fantasy']"
369. Super Smash Bros. Brawl,2008,8.6,(5.4K),"The third Super Smash Bros. title, featuring a number of new additions, including an engrossing story mode and cooperative play, new characters, new stages, and online combat.","['Action', 'Adventure', 'Fantasy']"
370. Bad Parenting 1: Mr. Red Face,2024,8.6,(100),"Mr. Red Face, a fictional character created by adults to teach their children. It's said that he often appears late at night to give gifts to well-behaved kids. But is the story of Mr. Red Face really that simple?","['Adventure', 'Drama', 'Horror']"
371. Yakuza Kiwami 2,2017,8.6,(1.1K),"Kazuma Kiryu is called back to Kamurocho and tasked with finding a new chairman for the Tojo Clan, which brings him into conflict with the legendary 'Dragon Of Kansai'.","['Action', 'Crime', 'Drama']"
372. Donkey Kong Country,1994,8.6,(3.5K),"Waking to find his banana hoard clean gone, Donkey Kong sets out with his nephew Diddy Kong through jungle and cavern, past temples and reef, across pine forests, factories, and mountains to rid the island of the wicked Kremlings and reclaim his bananas.","['Action', 'Adventure', 'Comedy']"
